RO Number,Line,Part Number,Part Description,Part Type,Vendor Name,RO Qty,Ordered Qty,Ordered Date,Expected Delivery,Received Qty,Invoice Date,Returned Qty,,
1053,3,SU-4587,Suspension #1747,Engine,ACE Services,1,1,2023-12-30,2024-01-03,1,2024-01-02,1,,
1053,4,IN-2807,Trim #6401,Assembly,Pro Max Hub #276,2,2,2023-12-28,2023-12-30,2,2024-01-02,0,,
1053,5,HD-2478,Suspension #6778,Glass,Superior Express Supplies,1,0,,,0,,0,,
1053,6,EX-4757,Engine #3644,Suspension,Pro Components,2,2,2024-01-04,2024-01-06,2,2024-01-06,1,,
1053,7,EX-1328,Glass #2679,Glass,Quality Express Auto Parts,2,2,2023-12-28,2023-12-30,2,2023-12-29,0,,
1053,8,EN-5051,Panel #5463,Hardware,Elite Direct Motors,3,3,2024-01-02,2024-01-03,3,2024-01-03,0,,
1053,9,WD-9265,Interior #1330,Panel,Midwest Direct Hub #277,3,3,2023-12-27,2023-12-29,3,2023-12-28,0,,
1053,10,IN-6303,Interior #9394,Panel,ACE Group,5,5,2024-01-09,2024-01-11,3,2024-01-11,1,,
1053,11,HD-5771,Interior #2524,Electrical,ACE Express Group,3,3,2023-12-19,2023-12-23,3,2023-12-24,1,,
1053,12,HD-1282,Exterior #7449,Suspension,National Express Auto Parts,5,5,2024-01-06,2024-01-09,5,2024-01-11,0,,
1054,1,WG-7059,Exterior #2785,Engine,Apex Online Services,1,1,2023-12-08,2023-12-12,1,2023-12-12,0,,
1054,2,CP-9025,Trim #5095,Hardware,National Express Motors,1,1,2023-12-11,2023-12-18,1,2023-12-12,0,,
1054,3,FD-9084,Engine #7747,Engine,Premier Max Center,5,5,2023-12-27,2024-01-01,5,2024-01-01,0,,
1054,4,EX-1091,Engine #4427,Glass,Apex Plus Group,5,5,2023-12-11,2023-12-12,5,2023-12-16,1,,
1054,5,SU-8913,Glass #2334,Hardware,Midwest Supplies #217,2,2,2024-01-05,2024-01-09,2,2024-01-08,1,,
1054,6,TR-2990,Assembly #4233,Exterior,Elite Direct Solutions,1,1,2023-12-06,2023-12-10,0,,0,,
1054,7,SU-9963,Interior #7543,Panel,Quality Max Solutions,5,5,2023-12-04,2023-12-08,5,2023-12-08,0,,
1054,8,EL-7088,Trim #3718,Assembly,Advanced Pro Supplies,3,3,2023-12-09,2023-12-13,3,2023-12-14,1,,
1054,9,WG-8583,Electrical #6409,Assembly,Elite Online Motors,5,5,2024-01-04,2024-01-10,5,2024-01-07,1,,
1054,10,BD-3463,Exterior #2098,Panel,Advanced Express Components,1,1,2024-01-04,2024-01-10,1,2024-01-07,1,,
1054,11,WD-2001,Trim #8679,Trim,Premier Express Auto Parts,5,5,2023-12-14,2023-12-16,5,2023-12-18,1,,
1054,12,CP-5498,Engine #7982,Trim,Elite Max Distributors,2,2,2023-12-06,2023-12-09,2,2023-12-09,0,,
1055,1,WD-3497,Hardware #4546,Engine,Premier Direct Auto Parts,3,3,2023-12-25,2023-12-30,3,2023-12-30,0,,
1055,2,EL-5542,Trim #8756,Electrical,Apex Max Supplies #86,5,5,2023-12-18,2023-12-23,4,2023-12-22,1,,
1055,3,BD-3700,Exterior #1004,Suspension,Premier Express Components,2,2,2023-12-02,2023-12-09,2,2023-12-03,0,,
1055,4,DM-5957,Glass #2921,Electrical,Midwest Motors,4,4,2023-12-05,2023-12-07,4,2023-12-09,1,,
1055,5,EX-9552,Suspension #9694,Hardware,Superior Express Components,4,4,2023-12-27,2023-12-31,4,2023-12-30,1,,
1055,6,WG-5104,Hardware #8133,Suspension,Premier Direct Auto Parts,2,2,2023-12-12,2023-12-18,2,2023-12-16,1,,
1055,7,CP-4129,Interior #7130,Assembly,National Online Motors,4,4,2023-12-03,2023-12-10,4,2023-12-06,1,,
1055,8,DM-2541,Suspension #5157,Glass,Midwest Direct Components,2,2,2023-12-14,2023-12-18,2,2023-12-15,1,,
1055,9,FM-8843,Interior #1719,Engine,National Plus Solutions,1,0,,,0,,0,,
1055,10,SU-8713,Trim #8446,Exterior,Premier Plus Distributors,4,0,,,0,,0,,
1055,11,EL-3509,Assembly #3156,Hardware,Premier Plus Motors,3,3,2024-01-05,2024-01-12,0,,0,,
1055,12,EX-9914,Engine #4181,Trim,Midwest Direct Solutions,1,1,2023-12-09,2023-12-10,1,2023-12-12,0,,
1056,1,TR-1232,Interior #7821,Panel,National Pro Hub,3,3,2023-12-23,2023-12-30,3,2023-12-25,1,,
1056,2,BD-8264,Panel #5514,Trim,Superior Max Components,2,2,2023-12-14,2023-12-21,2,2023-12-17,0,,
1056,3,TR-6745,Hardware #6594,Exterior,National Online Supplies,1,1,2024-01-03,2024-01-07,1,2024-01-06,1,,
1056,4,BD-2415,Assembly #6201,Trim,Quality Express Distributors,1,1,2023-12-07,2023-12-12,1,2023-12-08,0,,
1056,5,EN-7136,Exterior #2331,Electrical,Apex Max Hub #157,2,0,,,0,,0,,
1056,6,FM-3300,Trim #6169,Interior,ACE Plus Components #115,3,3,2023-12-10,2023-12-13,0,,0,,
1056,7,SU-8202,Engine #2514,Exterior,Apex Express Motors,2,2,2023-12-14,2023-12-17,2,2023-12-17,1,,
1056,8,FD-7318,Assembly #9813,Trim,Superior Hub,5,5,2024-01-08,2024-01-11,5,2024-01-12,0,,
1056,9,SU-9253,Glass #5406,Hardware,Quality Direct Components,3,3,2023-12-29,2024-01-01,3,2023-12-31,1,,
1056,10,TR-4054,Exterior #3290,Exterior,Apex Direct Center,3,3,2023-12-15,2023-12-18,3,2023-12-16,0,,
1056,11,SU-2713,Suspension #1129,Assembly,Pro Direct Solutions #215,5,5,2023-12-25,2023-12-30,5,2023-12-26,1,,
1056,12,FM-3666,Exterior #9958,Assembly,Advanced Online Components,1,1,2024-01-01,2024-01-04,1,2024-01-03,1,,
1057,1,SU-7542,Exterior #4990,Engine,Superior Online Group,5,5,2023-12-30,2024-01-06,5,2024-01-04,1,,
1057,2,CP-9306,Hardware #7897,Interior,Midwest Express Motors,4,4,2024-01-09,2024-01-12,4,2024-01-12,0,,
1057,3,FM-9586,Electrical #3286,Assembly,Apex Online Services,2,2,2024-01-07,2024-01-11,2,2024-01-12,0,,
1057,4,HD-3708,Exterior #1013,Assembly,Advanced Direct Services,2,2,2023-12-05,2023-12-06,2,2023-12-08,1,,
1057,5,HD-2477,Electrical #3525,Glass,Superior Online Group,2,2,2023-12-13,2023-12-16,2,2023-12-15,0,,
1057,6,SU-4481,Exterior #7165,Exterior,Quality Online Components,1,1,2023-12-02,2023-12-06,1,2023-12-06,1,,
1057,7,EX-7956,Trim #7452,Glass,Elite Direct Hub,2,2,2023-12-08,2023-12-12,1,2023-12-11,1,,
1057,8,EL-3918,Electrical #7047,Suspension,Advanced Max Hub,5,5,2023-12-24,2023-12-28,5,2023-12-25,0,,
1057,9,EL-7523,Hardware #4769,Assembly,Superior Express Supplies #255,2,0,,,0,,0,,
1057,10,EN-3947,Interior #3469,Engine,Advanced Express Components,1,1,2023-12-04,2023-12-06,1,2023-12-07,1,,
1057,11,BD-3679,Interior #9476,Hardware,Midwest Direct Services,1,1,2023-12-26,2024-01-01,1,2023-12-29,1,,
1057,12,BD-6226,Assembly #9306,Interior,Midwest Direct Solutions #232,1,1,2023-12-07,2023-12-10,1,2023-12-11,0,,
1058,1,FM-7962,Engine #2899,Trim,Advanced Plus Center,4,4,2023-12-02,2023-12-06,4,2023-12-06,0,,
1058,2,WD-3930,Interior #9711,Interior,Apex Express Center,3,3,2024-01-03,2024-01-06,3,2024-01-08,1,,
1058,3,TR-8454,Interior #1795,Exterior,Quality Direct Center #144,5,5,2023-12-11,2023-12-12,5,2023-12-14,0,,
1058,4,EL-7050,Engine #7974,Suspension,Quality Max Solutions,4,4,2023-12-04,2023-12-05,4,2023-12-07,0,,
1058,5,FD-8319,Suspension #5877,Panel,Elite Express Group,3,3,2023-12-03,2023-12-08,3,2023-12-06,1,,
1058,6,SU-7491,Electrical #3871,Hardware,Quality Direct Motors,1,0,,,0,,0,,
1058,7,WG-4999,Glass #8510,Panel,Premier Express Components,4,4,2023-12-10,2023-12-16,3,2023-12-13,1,,
1058,8,EL-2656,Interior #9398,Hardware,Premier Max Center,3,0,,,0,,0,,
1058,9,SU-5208,Hardware #8101,Hardware,Elite Motors,5,0,,,0,,0,,
1058,10,DM-8748,Electrical #8158,Engine,Superior Pro Supplies,5,5,2023-12-18,2023-12-21,5,2023-12-20,0,,
1058,11,EN-5668,Engine #1082,Interior,Quality Express Distributors #106,5,5,2023-12-19,2023-12-24,5,2023-12-23,0,,
1058,12,WG-6212,Hardware #4626,Electrical,Superior Max Services,2,2,2023-12-03,2023-12-10,2,2023-12-06,1,,
1059,1,EL-7893,Trim #6386,Glass,ACE Max Services #199,3,3,2023-12-22,2023-12-24,2,2023-12-27,1,,
1059,2,DM-6237,Suspension #8280,Assembly,Pro Plus Components,4,0,,,0,,0,,
1059,3,FD-2287,Exterior #6657,Hardware,Quality Express Distributors #106,4,4,2023-12-15,2023-12-20,4,2023-12-18,1,,
1059,4,FD-3554,Trim #3731,Trim,ACE Max Services #180,3,3,2024-01-04,2024-01-07,3,2024-01-08,1,,
1059,5,CP-7148,Glass #3157,Interior,Quality Direct Hub,1,1,2024-01-07,2024-01-11,1,2024-01-10,1,,
1059,6,BD-3606,Interior #7693,Suspension,Premier Pro Supplies,1,1,2023-12-08,2023-12-12,1,2023-12-13,1,,
1059,7,TR-9775,Glass #7425,Electrical,Premier Hub,3,3,2023-12-28,2024-01-02,3,2023-12-29,1,,
1059,8,HD-5725,Panel #9727,Suspension,Superior Max Center #237,4,4,2024-01-02,2024-01-09,4,2024-01-04,0,,
1059,9,HD-7722,Electrical #1475,Trim,Advanced Pro Distributors #114,4,4,2023-12-13,2023-12-19,4,2023-12-18,1,,
1059,10,FD-6325,Trim #5095,Assembly,Superior Express Components #291,1,1,2023-12-10,2023-12-15,1,2023-12-15,1,,
1059,11,TR-9377,Electrical #3644,Exterior,Quality Online Supplies,3,3,2024-01-11,2024-01-15,3,2024-01-12,1,,
1059,12,FM-2061,Panel #4391,Trim,Pro Plus Components,2,2,2023-12-17,2023-12-19,2,2023-12-20,0,,
1060,1,WG-9195,Hardware #6427,Assembly,Elite Pro Supplies,4,4,2023-12-31,2024-01-02,4,2024-01-02,0,,
1060,2,EX-9515,Exterior #7313,Hardware,Midwest Pro Services,1,1,2023-12-31,2024-01-06,1,2024-01-01,1,,
1060,3,WG-8877,Panel #5799,Interior,Apex Max Supplies,5,5,2023-12-18,2023-12-24,5,2023-12-23,0,,
1060,4,IN-3032,Hardware #3391,Engine,Premier Plus Auto Parts #296,5,5,2023-12-25,2023-12-29,5,2023-12-29,1,,
1060,5,CP-8906,Electrical #5333,Hardware,Elite Online Services,4,4,2023-12-09,2023-12-15,4,2023-12-12,0,,
1060,6,DM-5838,Exterior #6417,Exterior,Advanced Direct Group,4,4,2023-12-06,2023-12-10,4,2023-12-08,1,,
1060,7,FD-4621,Suspension #6942,Engine,Apex Max Hub #157,2,2,2024-01-07,2024-01-10,2,2024-01-09,1,,
1060,8,BD-3106,Assembly #5789,Interior,Elite Pro Group,4,4,2023-12-12,2023-12-17,4,2023-12-16,1,,
1060,9,CP-5963,Assembly #1197,Engine,ACE Group #186,5,0,,,0,,0,,
1060,10,EL-9209,Suspension #9574,Suspension,Elite Direct Motors,2,2,2024-01-04,2024-01-08,2,2024-01-07,0,,
1060,11,WG-7223,Panel #2060,Suspension,ACE Plus Components #115,5,5,2024-01-02,2024-01-08,5,2024-01-06,0,,
1060,12,EN-4226,Suspension #9172,Exterior,Superior Express Components #291,3,3,2023-12-21,2023-12-23,3,2023-12-26,0,,
1061,1,DM-1538,Interior #2619,Suspension,Pro Pro Services,5,5,2024-01-11,2024-01-12,5,2024-01-13,0,,
1061,2,IN-1917,Exterior #9567,Electrical,Elite Pro Supplies,5,5,2023-12-06,2023-12-09,5,2023-12-11,0,,
1061,3,BD-1659,Trim #5354,Glass,Premier Online Solutions,2,2,2023-12-18,2023-12-25,2,2023-12-20,1,,
1061,4,FD-4403,Electrical #4996,Trim,Apex Motors #297,1,1,2023-12-07,2023-12-13,1,2023-12-09,1,,
1061,5,IN-2196,Electrical #8836,Hardware,Quality Plus Center,1,1,2024-01-01,2024-01-05,0,,0,,
1061,6,EL-8982,Engine #1157,Trim,Quality Max Center,5,5,2023-12-07,2023-12-11,5,2023-12-12,0,,
1061,7,FD-5124,Interior #5435,Exterior,Apex Plus Distributors,2,2,2023-12-09,2023-12-15,2,2023-12-14,1,,
1061,8,EX-9719,Electrical #6589,Engine,National Express Services,3,3,2023-12-23,2023-12-28,3,2023-12-26,1,,
1061,9,FD-6229,Glass #8708,Exterior,Premier Online Center,1,1,2024-01-03,2024-01-06,1,2024-01-05,1,,
1061,10,DM-9824,Assembly #4171,Hardware,Pro Direct Group,3,3,2023-12-13,2023-12-14,3,2023-12-14,1,,
1061,11,WD-5916,Trim #4445,Trim,Midwest Pro Hub,3,3,2023-12-15,2023-12-18,3,2023-12-20,1,,
1061,12,EL-3574,Suspension #9461,Exterior,Midwest Pro Services,4,4,2023-12-22,2023-12-24,4,2023-12-24,0,,
1062,1,BD-6017,Suspension #6798,Suspension,Advanced Plus Center,4,4,2023-12-19,2023-12-21,4,2023-12-22,1,,
1062,2,FD-7697,Suspension #3292,Exterior,National Plus Solutions,4,4,2023-12-21,2023-12-25,4,2023-12-22,1,,
1062,3,EX-7119,Panel #6273,Interior,Advanced Max Hub #195,2,2,2023-12-03,2023-12-10,2,2023-12-06,1,,
1062,4,EX-5488,Hardware #2219,Electrical,Superior Express Supplies #82,2,2,2023-12-22,2023-12-27,2,2023-12-24,1,,
1062,5,IN-7390,Exterior #5093,Engine,Elite Plus Auto Parts #192,5,5,2023-12-22,2023-12-28,5,2023-12-26,0,,
1062,6,WG-5656,Hardware #8730,Assembly,National Express Group,3,3,2023-12-05,2023-12-06,1,2023-12-10,1,,
1062,7,EL-4276,Glass #2441,Exterior,Elite Pro Supplies,2,2,2023-12-22,2023-12-29,2,2023-12-24,1,,
1062,8,SU-1358,Assembly #2114,Suspension,Premier Direct Distributors,3,3,2023-12-22,2023-12-27,3,2023-12-27,1,,
1062,9,CP-8549,Suspension #6456,Electrical,Advanced Direct Group,2,2,2023-12-30,2024-01-05,2,2024-01-02,1,,
1062,10,EN-7730,Interior #7493,Exterior,Advanced Supplies,1,1,2023-12-18,2023-12-23,1,2023-12-20,0,,
1062,11,EL-8163,Panel #9261,Suspension,Elite Plus Components,5,5,2024-01-04,2024-01-05,5,2024-01-07,0,,
1062,12,TR-2840,Glass #3592,Glass,Quality Plus Supplies,1,1,2024-01-02,2024-01-05,1,2024-01-03,0,,
1063,1,EX-5536,Exterior #8393,Assembly,Pro Components,2,2,2024-01-07,2024-01-11,2,2024-01-08,1,,
1063,2,FD-7577,Trim #5813,Panel,ACE Max Services #199,3,3,2023-12-06,2023-12-08,3,2023-12-10,1,,
1063,3,EX-4651,Trim #6351,Glass,Quality Pro Components,4,4,2023-12-03,2023-12-04,4,2023-12-05,1,,
1063,4,CP-3429,Electrical #6054,Assembly,Apex Express Hub,3,3,2023-12-14,2023-12-21,3,2023-12-19,0,,
1063,5,WD-6365,Suspension #4770,Electrical,ACE Online Services,1,1,2023-12-03,2023-12-08,1,2023-12-05,1,,
1063,6,IN-6821,Panel #3249,Exterior,Quality Direct Hub,3,3,2023-12-21,2023-12-23,3,2023-12-23,0,,
1063,7,WG-8185,Interior #4254,Electrical,Premier Pro Center,2,2,2023-12-26,2023-12-27,2,2023-12-30,0,,
1063,8,BD-4434,Hardware #9013,Trim,Elite Max Services,2,2,2024-01-08,2024-01-15,0,,0,,
1063,9,WG-5182,Glass #2834,Exterior,Midwest Direct Solutions,1,1,2023-12-22,2023-12-26,1,2023-12-27,1,,
1063,10,DM-6078,Hardware #8113,Engine,Premier Direct Services,4,4,2023-12-02,2023-12-06,4,2023-12-03,1,,
1063,11,FM-6296,Panel #3305,Electrical,Apex Plus Distributors,4,4,2023-12-07,2023-12-13,4,2023-12-11,0,,
1063,12,SU-8697,Panel #2002,Trim,Superior Hub,2,2,2024-01-07,2024-01-08,0,,0,,
1064,1,BD-9496,Assembly #3975,Suspension,Superior Direct Group,2,2,2023-12-20,2023-12-23,2,2023-12-24,0,,
1064,2,EX-5344,Trim #6260,Panel,Pro Distributors,3,3,2023-12-12,2023-12-13,3,2023-12-16,1,,
1064,3,FD-9838,Interior #9604,Assembly,Premier Express Auto Parts,1,1,2023-12-23,2023-12-24,1,2023-12-25,1,,
1064,4,WD-2841,Exterior #8609,Interior,Apex Auto Parts,2,2,2023-12-08,2023-12-09,2,2023-12-09,1,,
1064,5,WG-5208,Assembly #6290,Glass,Pro Direct Motors,1,1,2023-12-30,2024-01-01,1,2024-01-02,1,,
1064,6,BD-4593,Glass #3126,Assembly,ACE Plus Components #115,4,4,2024-01-10,2024-01-16,4,2024-01-14,0,,
1064,7,CP-4706,Engine #4024,Engine,Elite Online Services,4,4,2023-12-07,2023-12-13,2,2023-12-12,0,,
1064,8,IN-3157,Suspension #7914,Suspension,Superior Group #74,5,5,2023-12-31,2024-01-06,5,2024-01-05,1,,
1064,9,IN-4242,Assembly #1234,Assembly,National Services,1,1,2024-01-08,2024-01-14,1,2024-01-12,0,,
1064,10,WG-6634,Electrical #7646,Exterior,Superior Express Components,1,1,2023-12-17,2023-12-19,1,2023-12-22,1,,
1064,11,EN-9429,Suspension #6525,Assembly,Advanced Direct Supplies,4,4,2023-12-31,2024-01-05,4,2024-01-01,1,,
1064,12,EN-6609,Glass #5306,Hardware,Pro Direct Motors,5,5,2023-12-23,2023-12-30,5,2023-12-27,0,,
1065,1,TR-3068,Hardware #4721,Exterior,Superior Direct Group,1,0,,,0,,0,,
1065,2,HD-2359,Glass #3991,Interior,Apex Direct Components #261,3,3,2024-01-06,2024-01-12,3,2024-01-09,1,,
1065,3,SU-6798,Glass #3486,Trim,Quality Express Components #271,2,2,2023-12-14,2023-12-16,2,2023-12-15,0,,
1065,4,SU-9697,Assembly #7135,Assembly,Apex Express Hub,3,3,2024-01-04,2024-01-05,3,2024-01-09,0,,
1065,5,TR-7947,Electrical #5561,Panel,Superior Express Services,5,5,2023-12-12,2023-12-18,5,2023-12-14,0,,
1065,6,DM-3230,Engine #1005,Hardware,Elite Online Components,4,4,2023-12-20,2023-12-24,4,2023-12-24,1,,
1065,7,FD-7723,Assembly #3355,Exterior,Superior Express Supplies #82,5,5,2024-01-06,2024-01-12,5,2024-01-11,0,,
1065,8,CP-6741,Hardware #4707,Engine,ACE Plus Components,4,4,2023-12-17,2023-12-21,4,2023-12-21,0,,
1065,9,WG-3333,Engine #6365,Panel,ACE Max Services,5,5,2023-12-27,2023-12-28,5,2023-12-29,0,,
1065,10,EN-8180,Engine #3045,Glass,Midwest Direct Solutions #232,5,5,2024-01-04,2024-01-07,5,2024-01-08,0,,
1065,11,HD-5185,Hardware #8643,Interior,Pro Express Components #299,3,3,2023-12-11,2023-12-12,3,2023-12-14,0,,
1065,12,TR-2688,Hardware #6940,Electrical,Quality Motors,4,4,2023-12-12,2023-12-18,4,2023-12-15,0,,
1066,1,EX-5519,Engine #9320,Suspension,Premier Plus Motors,1,1,2023-12-29,2024-01-02,0,,0,,
1066,2,CP-9109,Electrical #8106,Engine,National Max Auto Parts,1,1,2023-12-18,2023-12-21,0,,0,,
1066,3,FD-2766,Trim #2615,Trim,Quality Max Services,5,5,2024-01-02,2024-01-07,5,2024-01-06,1,,
1066,4,EX-7451,Panel #6690,Exterior,Superior Express Supplies #235,5,5,2023-12-09,2023-12-16,5,2023-12-14,1,,
1066,5,CP-3961,Panel #6389,Hardware,Premier Plus Auto Parts,4,4,2024-01-07,2024-01-14,4,2024-01-11,0,,
1066,6,WG-5153,Suspension #6636,Suspension,Pro Max Components #127,3,0,,,0,,0,,
1066,7,WG-5311,Assembly #4430,Glass,Elite Hub,3,0,,,0,,0,,
1066,8,DM-6763,Trim #9818,Electrical,Pro Max Hub,2,2,2023-12-27,2024-01-03,2,2023-12-31,0,,
1066,9,EL-9146,Assembly #7270,Electrical,Apex Components,1,1,2023-12-21,2023-12-22,1,2023-12-25,1,,
1066,10,BD-6288,Panel #2826,Electrical,Apex Motors #297,4,4,2024-01-02,2024-01-05,4,2024-01-05,0,,
1066,11,HD-2244,Electrical #2529,Hardware,Quality Max Supplies,5,5,2023-12-21,2023-12-26,5,2023-12-24,0,,
1066,12,BD-7311,Hardware #5815,Trim,Superior Express Components #291,5,5,2023-12-18,2023-12-20,5,2023-12-21,1,,
1067,1,TR-3539,Engine #1431,Exterior,Advanced Pro Distributors #114,4,4,2023-12-07,2023-12-10,4,2023-12-08,0,,
1067,2,FD-5862,Electrical #1340,Trim,Superior Express Distributors #247,4,4,2023-12-16,2023-12-18,4,2023-12-18,0,,
1067,3,BD-9496,Trim #7547,Trim,Superior Hub #198,5,5,2023-12-30,2024-01-03,5,2024-01-01,1,,
1067,4,DM-6972,Electrical #6245,Glass,Premier Express Solutions,3,3,2023-12-18,2023-12-24,3,2023-12-21,1,,
1067,5,WD-9314,Exterior #9771,Suspension,National Max Auto Parts,2,2,2023-12-06,2023-12-12,0,,0,,
1067,6,FM-1871,Exterior #8174,Exterior,Elite Motors #223,5,5,2024-01-09,2024-01-11,5,2024-01-11,1,,
1067,7,WG-1942,Suspension #8809,Assembly,Superior Express Supplies,3,0,,,0,,0,,
1067,8,HD-3184,Interior #4525,Exterior,Midwest Supplies,3,3,2023-12-06,2023-12-12,3,2023-12-07,1,,
1067,9,BD-9841,Trim #6152,Panel,Advanced Plus Hub,3,3,2024-01-05,2024-01-11,3,2024-01-07,1,,
1067,10,TR-7778,Assembly #4188,Electrical,Premier Direct Auto Parts,1,1,2023-12-24,2023-12-29,0,,0,,
1067,11,WD-2542,Interior #7347,Interior,Advanced Max Hub #195,4,4,2023-12-13,2023-12-14,4,2023-12-14,1,,
1067,12,DM-3906,Interior #5128,Exterior,Premier Online Hub,2,2,2024-01-01,2024-01-03,2,2024-01-02,1,,
1068,1,DM-8401,Hardware #9583,Engine,Quality Express Distributors,2,2,2023-12-13,2023-12-16,2,2023-12-16,0,,
1068,2,BD-1028,Glass #1206,Panel,Premier Max Distributors,1,1,2024-01-09,2024-01-10,1,2024-01-12,0,,
1068,3,EL-7141,Hardware #3824,Electrical,Superior Express Supplies #255,2,0,,,0,,0,,
1068,4,EL-3898,Exterior #3908,Glass,National Max Services,1,1,2024-01-05,2024-01-07,1,2024-01-07,1,,
1068,5,FM-2765,Suspension #3955,Trim,Premier Plus Group,5,5,2023-12-30,2023-12-31,5,2023-12-31,1,,
1068,6,WG-9978,Interior #8338,Hardware,Quality Max Auto Parts #283,5,5,2023-12-12,2023-12-13,5,2023-12-14,1,,
1068,7,CP-7623,Panel #6870,Panel,Premier Online Distributors,2,2,2023-12-06,2023-12-09,2,2023-12-08,1,,
1068,8,IN-9951,Electrical #5629,Suspension,Pro Max Components,1,1,2024-01-08,2024-01-09,1,2024-01-11,1,,
1068,9,HD-2349,Exterior #1390,Exterior,National Max Auto Parts,4,4,2023-12-30,2024-01-06,4,2024-01-03,1,,
1068,10,IN-5705,Panel #9643,Panel,Apex Pro Solutions,4,4,2023-12-22,2023-12-27,4,2023-12-25,1,,
1068,11,EN-6138,Panel #9753,Panel,Advanced Supplies,5,5,2023-12-07,2023-12-10,5,2023-12-12,0,,
1068,12,SU-9329,Glass #3921,Glass,Superior Express Distributors,5,5,2023-12-21,2023-12-25,5,2023-12-22,1,,
1069,1,SU-6247,Hardware #4335,Exterior,ACE Plus Auto Parts,2,2,2023-12-04,2023-12-06,0,,0,,
1069,2,SU-2905,Engine #1077,Electrical,Pro Components,1,1,2024-01-07,2024-01-13,1,2024-01-11,0,,
1069,3,BD-3321,Trim #5033,Trim,Advanced Direct Group,3,3,2023-12-13,2023-12-17,3,2023-12-17,0,,
1069,4,HD-1167,Interior #7777,Interior,Premier Online Solutions,3,3,2023-12-29,2024-01-04,3,2023-12-31,1,,
1069,5,EN-7479,Panel #8358,Assembly,Advanced Pro Distributors #114,3,3,2023-12-14,2023-12-21,3,2023-12-19,0,,
1069,6,TR-6363,Assembly #5202,Interior,Premier Max Auto Parts,2,2,2023-12-06,2023-12-12,1,2023-12-07,0,,
1069,7,IN-2956,Interior #4311,Hardware,National Express Distributors,5,5,2024-01-05,2024-01-08,5,2024-01-08,0,,
1069,8,WG-2791,Hardware #4746,Panel,Superior Hub #198,1,1,2024-01-02,2024-01-04,0,,0,,
1069,9,EL-7076,Exterior #3338,Exterior,National Online Motors #21,1,1,2023-12-13,2023-12-14,1,2023-12-15,1,,
1069,10,EL-1232,Assembly #6592,Engine,ACE Pro Auto Parts,2,2,2024-01-03,2024-01-10,2,2024-01-06,0,,
1069,11,BD-5780,Glass #2042,Electrical,Midwest Direct Motors,1,1,2023-12-24,2023-12-28,1,2023-12-28,1,,
1069,12,WD-5026,Trim #9659,Engine,Apex Plus Components,4,4,2024-01-11,2024-01-13,4,2024-01-12,1,,
1070,1,EN-2067,Interior #9487,Glass,Midwest Direct Solutions,3,3,2023-12-12,2023-12-14,3,2023-12-13,0,,
1070,2,BD-2700,Electrical #1096,Interior,ACE Motors,3,3,2024-01-10,2024-01-16,3,2024-01-13,0,,
1070,3,IN-1576,Trim #9938,Hardware,Quality Express Distributors,5,5,2024-01-07,2024-01-08,5,2024-01-08,0,,
1070,4,WG-4893,Exterior #5096,Suspension,Midwest Direct Solutions #232,3,3,2024-01-01,2024-01-06,3,2024-01-06,1,,
1070,5,FM-3856,Interior #5214,Assembly,Quality Online Supplies,3,3,2024-01-01,2024-01-03,3,2024-01-03,0,,
1070,6,HD-9871,Electrical #7590,Assembly,ACE Max Services #180,2,2,2023-12-03,2023-12-07,2,2023-12-04,1,,
1070,7,WG-7364,Exterior #6956,Suspension,Superior Max Center,4,4,2023-12-15,2023-12-19,4,2023-12-19,1,,
1070,8,SU-4128,Trim #4188,Trim,ACE Group #186,2,2,2023-12-27,2023-12-29,2,2023-12-29,0,,
1070,9,CP-7436,Assembly #8704,Hardware,Midwest Direct Hub #277,4,4,2023-12-31,2024-01-05,4,2024-01-03,1,,
1070,10,CP-4558,Suspension #3567,Interior,Quality Direct Supplies #264,5,5,2023-12-30,2024-01-02,5,2024-01-03,0,,
1070,11,EL-3823,Engine #3553,Interior,Pro Max Hub #294,1,1,2023-12-29,2023-12-31,1,2023-12-31,1,,
1070,12,IN-8973,Suspension #9693,Panel,Pro Services,4,4,2023-12-14,2023-12-16,4,2023-12-16,0,,
1071,1,EX-1864,Suspension #2473,Suspension,Premier Express Solutions,2,0,,,0,,0,,
1071,2,EL-8317,Exterior #6547,Assembly,Advanced Pro Supplies,1,1,2023-12-11,2023-12-13,1,2023-12-14,1,,
1071,3,HD-2940,Glass #7712,Assembly,National Express Services,2,2,2023-12-21,2023-12-22,2,2023-12-23,0,,
1071,4,EN-3402,Exterior #2590,Panel,Pro Max Components,3,3,2024-01-06,2024-01-12,3,2024-01-08,0,,
1071,5,WG-3979,Exterior #1325,Exterior,National Online Supplies,2,2,2023-12-26,2023-12-30,2,2023-12-27,1,,
1071,6,BD-5916,Interior #3449,Hardware,Advanced Plus Group,3,3,2023-12-24,2023-12-27,3,2023-12-25,0,,
1071,7,FD-7844,Assembly #6983,Engine,Elite Motors,1,1,2024-01-11,2024-01-14,1,2024-01-14,1,,
1071,8,BD-1852,Electrical #6023,Engine,ACE Services,1,1,2024-01-03,2024-01-06,1,2024-01-07,1,,
1071,9,SU-8505,Hardware #6454,Glass,Midwest Services,2,0,,,0,,0,,
1071,10,CP-8702,Interior #7363,Panel,Quality Express Hub,1,1,2024-01-10,2024-01-11,1,2024-01-13,1,,
